gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ni,sale,costat
120048,2023-12-31,2023,INDL,C,D,STD,HSII,HEIDRICK & STRUGGLES INTL,USD,1141.5910,54.4100,1041.1820,A
120093,2023-12-31,2023,INDL,C,D,STD,CNX,CNX RESOURCES CORPORATION,USD,8626.6570,1720.7160,3432.0060,A
120318,2023-12-31,2023,INDL,C,D,STD,TOWN,TOWNEBANK,USD,16835.0390,153.7150,932.2070,A
120444,2023-12-31,2023,INDL,C,D,STD,WCC,WESCO INTL INC,USD,15060.9000,765.5000,22385.2000,A
121077,2023-09-30,2023,INDL,C,D,STD,FFIV,F5 INC,USD,5248.3330,394.9480,2813.1690,A
121142,2023-12-31,2023,INDL,C,D,STD,SKX,SKECHERS U S A INC,USD,7547.3510,545.7990,8000.3420,A
121382,2023-12-31,2023,INDL,C,D,STD,SBAC,SBA COMMUNICATIONS CORP,USD,10178.4410,501.8120,2711.5840,A
121440,2023-12-31,2023,INDL,C,D,STD,UTHR,UNITED THERAPEUTICS CORP,USD,7167.0000,984.8000,2327.5000,A
121713,2023-12-31,2023,INDL,C,D,STD,FISI,FINANCIAL INSTITUTIONS INC,USD,6160.8810,50.2640,334.3770,A
121718,2023-12-31,2023,INDL,C,D,STD,JNPR,JUNIPER NETWORKS INC,USD,9518.5000,310.2000,5564.5000,A
121815,2023-12-31,2023,INDL,C,D,STD,ECPG,ENCORE CAPITAL GROUP INC,USD,4630.4860,-206.4920,1222.6800,A
122175,2023-12-31,2023,INDL,C,D,STD,VHC,VIRNETX HOLDING CORP,USD,60.4120,-27.8710,0.0070,A
122211,2023-01-31,2022,INDL,C,D,STD,HOFT,HOOKER FURNISHINGS CORP,USD,381.7160,-4.3120,583.1020,A
122257,2023-12-31,2023,INDL,C,D,STD,BMRN,BIOMARIN PHARMACEUTICAL INC,USD,6841.6030,167.6450,2419.2260,A
122380,2023-12-31,2023,INDL,C,D,STD,LII,LENNOX INTERNATIONAL INC,USD,2798.3000,590.1000,4981.9000,A
122394,2023-12-31,2023,INDL,C,D,STD,PRFT,PERFICIENT INC,USD,1064.6040,98.9330,906.5410,A
122519,2023-06-30,2023,INDL,C,D,STD,FLWS,1-800-FLOWERS.COM,USD,1051.4300,-44.7020,2017.8530,A
122902,2023-03-31,2022,INDL,C,D,STD,NTCT,NETSCOUT SYSTEMS INC,USD,2820.5600,59.6480,914.5300,A
124036,2023-06-30,2023,INDL,C,D,STD,EGAN,EGAIN CORP,USD,130.1170,2.1090,98.0110,A
124046,2023-12-31,2023,INDL,C,D,STD,DHC,DIVERSIFIED HEALTHCARE TRUST,USD,5446.1360,-293.5720,1405.3830,A
124434,2023-12-31,2023,INDL,C,D,STD,BLK,BLACKROCK INC,USD,123211.0000,5502.0000,17859.0000,A
125580,2023-12-31,2023,INDL,C,D,STD,SFST,SOUTHERN FIRST BANKSHARES,USD,4055.7890,13.4260,187.4580,A
125595,2023-12-31,2023,INDL,C,D,STD,AKAM,AKAMAI TECHNOLOGIES INC,USD,9900.0370,547.6290,3811.9200,A
125601,2023-12-31,2023,INDL,C,D,STD,GAIA,GAIA INC,USD,130.2730,-5.8020,80.4230,A
125604,2023-12-31,2023,INDL,C,D,STD,PLUG,PLUG POWER INC,USD,4902.7380,-1368.8330,891.3400,A
125794,2023-12-31,2023,INDL,C,D,STD,NEO,NEOGENOMICS INC,USD,1681.2290,-87.9680,591.6430,A
126056,2023-12-31,2023,INDL,C,D,STD,KTOS,KRATOS DEFENSE & SECURITY,USD,1632.5000,-8.9000,1037.1000,A
126136,2023-12-31,2023,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,147193.0000,4557.0000,54607.0000,A
126296,2023-12-31,2023,INDL,C,D,STD,EXPE,EXPEDIA GROUP INC,USD,21642.0000,797.0000,12839.0000,A
126318,2023-12-31,2023,INDL,C,D,STD,IMMR,IMMERSION CORP,USD,215.7310,33.9760,33.9190,A
126423,2023-12-31,2023,INDL,C,D,STD,ONTO,ONTO INNOVATION INC,USD,1909.7120,121.1590,815.8680,A
126554,2023-10-31,2023,INDL,C,D,STD,A,AGILENT TECHNOLOGIES INC,USD,10763.0000,1240.0000,6833.0000,A
126721,2023-12-31,2023,INDL,C,D,STD,TDY,TELEDYNE TECHNOLOGIES INC,USD,14527.9000,885.7000,5635.5000,A
128978,2023-12-31,2023,INDL,C,D,STD,PKG,PACKAGING CORP OF AMERICA,USD,8681.1000,765.2000,7802.4000,A
129441,2023-12-31,2023,INDL,C,D,STD,ZYXI,ZYNEX INC,USD,136.9040,9.7320,184.3220,A
129466,2023-12-31,2023,INDL,C,D,STD,AGEN,AGENUS INC,USD,313.9130,-245.7610,156.3140,A
133288,2023-12-31,2023,INDL,C,D,STD,SLAB,SILICON LABORATORIES INC,USD,1443.0560,-34.5160,782.2580,A
133366,2023-12-31,2023,INDL,C,D,STD,EW,EDWARDS LIFESCIENCES CORP,USD,9363.2000,1402.4000,6004.8000,A
133367,2023-09-30,2023,INDL,C,D,STD,EPC,EDGEWELL PERSONAL CARE CO,USD,3740.7000,114.7000,2251.6000,A
133468,2023-12-31,2023,INDL,C,D,STD,RIGL,RIGEL PHARMACEUTICALS INC,USD,117.2250,-25.0910,116.8820,A
133766,2023-12-31,2023,INDL,C,D,STD,HSTM,HEALTHSTREAM INC,USD,499.9420,15.2130,279.0630,A
133768,2023-12-31,2023,INDL,C,D,STD,MET,METLIFE INC,USD,687584.0000,1578.0000,66905.0000,A
133868,2023-12-31,2023,INDL,C,D,STD,LXRX,LEXICON PHARMACEUTICALS INC,USD,229.4290,-177.1190,1.2040,A
133869,2023-12-31,2023,INDL,C,D,STD,LPSN,LIVEPERSON INC,USD,835.5130,-100.4350,401.9830,A
133871,2023-12-31,2023,INDL,C,D,STD,SGMO,SANGAMO THERAPEUTICS INC,USD,165.3200,-257.8310,176.2320,A
133885,2023-12-31,2023,INDL,C,D,STD,EXEL,EXELIXIS INC,USD,2942.3570,207.7650,1830.2080,A
134932,2023-12-31,2023,INDL,C,D,STD,ON,ON SEMICONDUCTOR CORP,USD,13215.2000,2183.7000,8253.0000,A
135788,2023-12-31,2023,INDL,C,D,STD,CEVA,CEVA INC,USD,304.0850,-11.8780,97.4190,A
135965,2023-12-31,2023,INDL,C,D,STD,RBBN,RIBBON COMMUNICATIONS INC,USD,1144.1530,-66.2060,826.3390,A
135990,2023-12-31,2023,INDL,C,D,STD,NRG,NRG ENERGY INC,USD,26038.0000,-202.0000,28823.0000,A
136186,2023-12-31,2023,INDL,C,D,STD,INSM,INSMED INC,USD,1329.8370,-749.5670,305.2080,A
136265,2023-12-31,2023,INDL,C,D,STD,BANC,BANC OF CALIFORNIA INC,USD,38534.0640,-1899.1370,1500.6280,A
136648,2023-12-31,2023,INDL,C,D,STD,VC,VISTEON CORP,USD,2727.0000,486.0000,3954.0000,A
136725,2023-12-31,2023,INDL,C,D,STD,ISRG,INTUITIVE SURGICAL INC,USD,15441.5000,1798.0000,7124.1000,A
137131,2023-12-31,2023,INDL,C,D,STD,CRL,CHARLES RIVER LABS INTL INC,USD,8195.0010,474.6240,4129.4090,A
137310,2023-01-31,2022,INDL,C,D,STD,MRVL,MARVELL TECHNOLOGY INC,USD,22522.1000,-163.5000,5919.6000,A
137351,2023-12-31,2023,INDL,C,D,STD,BHLB,BERKSHIRE HILLS BANCORP INC,USD,12430.8210,69.5980,619.0810,A
137573,2023-12-31,2023,INDL,C,D,STD,ENTG,ENTEGRIS INC,USD,8812.5910,180.6690,3523.9260,A
137602,2023-12-31,2023,INDL,C,D,STD,ACLS,AXCELIS TECHNOLOGIES INC,USD,1281.9670,246.2630,1130.6040,A
137642,2023-12-31,2023,INDL,C,D,STD,SAVA,CASSAVA SCIENCES INC,USD,151.6630,-97.2170,0.0000,A
137943,2023-12-31,2023,INDL,C,D,STD,EVC,ENTRAVISION COMMUNICATIONS,USD,865.9460,-15.4370,1106.8670,A
138205,2023-12-31,2023,INDL,C,D,STD,ILMN,ILLUMINA INC,USD,10111.0000,-1161.0000,4504.0000,A
138483,2023-12-31,2023,INDL,C,D,STD,BRKR,BRUKER CORP,USD,4249.9000,427.2000,2964.5000,A
138743,2023-12-31,2023,INDL,C,D,STD,EQIX,EQUINIX INC,USD,32650.7240,969.1780,8188.1360,A
139025,2023-12-31,2023,INDL,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,47959.8830,562.1520,2708.0950,A
139665,2023-12-31,2023,INDL,C,D,STD,MCO,MOODY'S CORP,USD,14622.0000,1607.0000,5916.0000,A
139804,2023-12-31,2023,INDL,C,D,STD,TTMI,TTM TECHNOLOGIES INC,USD,3323.6630,-18.7180,2232.5670,A
140042,2023-12-31,2023,INDL,C,D,STD,AWH,ASPIRA WOMENS HEALTH INC,USD,6.2620,-16.6900,9.1540,A
140044,2023-12-31,2023,INDL,C,D,STD,DRRX,DURECT CORP,USD,45.1890,-27.6240,8.5480,A
140073,2023-12-31,2023,INDL,C,D,STD,ITGR,INTEGER HOLDINGS CORP,USD,2942.6530,90.6500,1596.6730,A
140541,2023-06-30,2023,INDL,C,D,STD,TPR,TAPESTRY INC,USD,7116.8000,936.0000,6660.9000,A
140988,2023-12-31,2023,INDL,C,D,STD,TNET,TRINET GROUP INC,USD,3693.0000,375.0000,4922.0000,A
141178,2023-12-31,2023,INDL,C,D,STD,INSG,INSEEGO CORP,USD,121.7970,-46.1850,195.6880,A
141277,2023-12-31,2023,INDL,C,D,STD,EXAS,EXACT SCIENCES CORP,USD,6471.3340,-204.1490,2499.7660,A
141359,2023-05-31,2022,INDL,C,D,STD,RGP,RESOURCES CONNECTION INC,USD,531.9990,54.3590,775.6430,A
141384,2023-12-31,2023,INDL,C,D,STD,ALGN,ALIGN TECHNOLOGY INC,USD,6083.8770,445.0530,3862.2600,A
141459,2023-12-31,2023,INDL,C,D,STD,GRMN,GARMIN LTD,USD,8603.5690,1289.6360,5228.2520,A
141469,2023-12-31,2023,INDL,C,D,STD,HBIO,HARVARD BIOSCIENCE INC,USD,137.3660,-3.4150,112.2500,A
141496,2023-12-31,2023,INDL,C,D,STD,DVAX,DYNAVAX TECHNOLOGIES CORP,USD,997.0960,-6.3890,232.2840,A
141846,2023-12-31,2023,INDL,C,D,STD,ACAD,ACADIA PHARMACEUTICALS INC,USD,748.9560,-61.2860,726.4370,A
141913,2023-12-31,2023,INDL,C,D,STD,GPN,GLOBAL PAYMENTS INC,USD,50570.1860,986.2330,9654.4190,A
142260,2023-12-31,2023,INDL,C,D,STD,OIS,OIL STATES INTL INC,USD,1046.4860,12.8910,782.2830,A
142460,2023-12-31,2023,INDL,C,D,STD,BTU,PEABODY ENERGY CORP,USD,5962.1000,759.6000,4946.7000,A
142546,2023-12-31,2023,INDL,C,D,STD,MPX,MARINE PRODUCTS CORP,USD,193.8020,41.6950,383.7290,A
142814,2023-06-30,2023,INDL,C,D,STD,SYNA,SYNAPTICS INC,USD,2611.4000,73.6000,1355.1000,A
142953,2023-12-31,2023,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,71391.0000,4959.0000,36016.0000,A
142956,2023-12-31,2023,INDL,C,D,STD,OMCL,OMNICELL INC,USD,2226.8780,-20.3710,1147.1120,A
143153,2023-12-31,2023,INDL,C,D,STD,SHBI,SHORE BANCSHARES INC,USD,6010.9180,11.2280,238.4220,A
143356,2023-12-31,2023,INDL,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,721123.0000,2488.0000,53907.0000,A
143357,2023-08-31,2023,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,51245.3050,6871.5570,64111.7450,A
143912,2023-12-31,2023,INDL,C,D,STD,AXON,AXON ENTERPRISE INC,USD,3436.8450,174.2270,1563.3910,A
144122,2023-12-31,2023,INDL,C,D,STD,MVBF,MVB FINANCIAL CORP,USD,3313.8820,31.2320,210.5190,A
144396,2023-12-31,2023,INDL,C,D,STD,CCRN,CROSS COUNTRY HEALTHCARE INC,USD,679.3170,72.6310,2019.7280,A
144435,2023-12-31,2023,INDL,C,D,STD,BG,BUNGE GLOBAL SA,USD,25372.0000,2243.0000,59540.0000,A
144437,2023-12-31,2023,INDL,C,D,STD,PDFS,PDF SOLUTIONS INC,USD,290.1360,3.1050,165.8350,A
144520,2023-12-31,2023,INDL,C,D,STD,AMN,AMN HEALTHCARE SERVICES INC,USD,2924.3940,210.6790,3789.2540,A
144559,2023-12-31,2023,INDL,C,D,STD,ZBH,ZIMMER BIOMET HOLDINGS INC,USD,21496.9000,1024.0000,7394.2000,A
144640,2023-12-31,2023,INDL,C,D,STD,ABG,ASBURY AUTOMOTIVE GROUP INC,USD,10159.4000,602.5000,14802.7000,A
144998,2023-12-31,2023,INDL,C,D,STD,XPO,XPO INC,USD,7492.0000,189.0000,7744.0000,A
145049,2023-01-31,2022,INDL,C,D,STD,GME,GAMESTOP CORP,USD,3113.4000,-313.1000,5927.2000,A
145308,2023-12-31,2023,INDL,C,D,STD,WW,WW INTERNATIONAL INC,USD,982.0300,-112.2550,889.5510,A
145552,2023-12-31,2023,INDL,C,D,STD,CNC,CENTENE CORP,USD,84641.0000,2702.0000,153999.0000,A
145701,2023-12-31,2023,INDL,C,D,STD,PFG,PRINCIPAL FINANCIAL GRP INC,USD,305046.7000,623.2000,13350.9000,A
145977,2023-12-31,2023,INDL,C,D,STD,AAP,ADVANCE AUTO PARTS INC,USD,12276.3260,29.7350,11287.6070,A
146017,2023-08-31,2023,INDL,C,D,STD,AYI,ACUITY BRANDS INC,USD,3408.5000,346.0000,3952.2000,A
146140,2023-12-31,2023,INDL,C,D,STD,PDM,PIEDMONT OFFICE REALTY TRUST,USD,4057.0820,-48.3870,581.6570,A
146607,2023-12-31,2023,INDL,C,D,STD,WNEB,WESTERN NEW ENG BANCORP INC,USD,2564.5710,15.0680,112.3800,A
146616,2023-12-31,2023,INDL,C,D,STD,CORT,CORCEPT THERAPEUTICS INC,USD,621.5170,106.1400,482.3750,A
146648,2023-12-31,2023,INDL,C,D,STD,CUTR,CUTERA INC,USD,355.1690,-150.8300,212.3690,A
147204,2023-12-31,2023,INDL,C,D,STD,CCOI,COGENT COMMUNICATIONS HLDGS,USD,3211.6190,1273.4410,890.7040,A
147242,2023-01-31,2022,INDL,C,D,STD,VRNT,VERINT SYSTEMS INC,USD,2313.6010,14.8980,902.2450,A
147305,2023-12-31,2023,INDL,C,D,STD,JBLU,JETBLUE AIRWAYS CORP,USD,13853.0000,-310.0000,9615.0000,A
147312,2023-12-31,2023,INDL,C,D,STD,BCBP,BCB BANCORP INC,USD,3832.3970,29.4830,192.4480,A
147579,2023-12-31,2023,INDL,C,D,STD,NFLX,NETFLIX INC,USD,48731.9920,5407.9900,33723.2970,A
147708,2023-10-31,2023,INDL,C,D,STD,CVGW,CALAVO GROWERS INC,USD,386.8540,-8.3440,971.9480,A
147988,2023-09-30,2023,INDL,C,D,STD,ACM,AECOM,USD,11233.3980,55.3320,14378.4610,A
148223,2023-12-31,2023,INDL,C,D,STD,GLDD,GREAT LAKES DREDGE & DOCK CP,USD,1110.8400,13.9060,589.6250,A
148349,2023-09-30,2023,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,19970.0000,1298.0000,6585.0000,A
148390,2023-12-31,2023,INDL,C,D,STD,FORM,FORMFACTOR INC,USD,1106.7940,82.3870,663.1020,A
148469,2023-12-31,2023,INDL,C,D,STD,SAFT,SAFETY INSURANCE GROUP INC,USD,2094.0040,18.8750,919.8950,A
148470,2023-12-31,2023,INDL,C,D,STD,RRGB,RED ROBIN GOURMET BURGERS,USD,741.9340,-21.2280,1303.0460,A
148950,2023-12-31,2023,INDL,C,D,STD,NPO,ENPRO INC,USD,2499.5000,22.2000,1059.3000,A
149070,2023-12-31,2023,INDL,C,D,STD,CME,CME GROUP INC,USD,129706.1000,3226.2000,5578.9000,A
149082,2023-12-31,2023,INDL,C,D,STD,WHG,WESTWOOD HOLDINGS GROUP INC,USD,155.1670,9.5200,89.2470,A
149177,2023-12-31,2023,INDL,C,D,STD,NXST,NEXSTAR MEDIA GROUP,USD,12078.0000,346.0000,4933.0000,A
149318,2023-12-31,2023,INDL,C,D,STD,WYNN,WYNN RESORTS LTD,USD,13996.2230,729.9940,6531.8970,A
149337,2023-12-31,2023,INDL,C,D,STD,NDAQ,NASDAQ INC,USD,32294.0000,1059.0000,6064.0000,A
150139,2023-01-31,2022,INDL,C,D,STD,DKS,DICKS SPORTING GOODS INC,USD,8992.1960,1043.1380,12368.1980,A
150221,2023-12-31,2023,INDL,C,D,STD,GALT,GALECTIN THERAPEUTICS INC,USD,28.2000,-41.0660,0.0000,A
150278,2023-12-31,2023,INDL,C,D,STD,CRI,CARTER'S INC,USD,2378.6130,232.5000,2967.0040,A
150279,2023-12-31,2023,INDL,C,D,STD,PFS,PROVIDENT FINANCIAL SVCS INC,USD,14210.8100,128.3980,695.6490,A
150306,2023-12-31,2023,INDL,C,D,STD,TCBI,TEXAS CAPITAL BANCSHARES INC,USD,28356.2660,189.1410,1791.3420,A
150477,2023-12-31,2023,INDL,C,D,STD,PRAA,PRA GROUP INC,USD,4525.3540,-83.4770,802.5540,A
150481,2023-12-31,2023,INDL,C,D,STD,SAIA,SAIA INC,USD,2583.5650,354.8570,2881.4330,A
150761,2023-12-31,2023,INDL,C,D,STD,OTRK,ONTRAK INC,USD,19.8460,-27.9200,12.7430,A
150803,2023-12-31,2023,INDL,C,D,STD,BFC,BANK FIRST CORP,USD,4221.8420,74.5140,191.6600,A
151544,2023-12-31,2023,INDL,C,D,STD,PKBK,PARKE BANCORP INC,USD,2023.5000,28.4620,119.3960,A
151630,2023-12-31,2023,INDL,C,D,STD,HALO,HALOZYME THERAPEUTICS INC,USD,1733.2700,281.5940,829.2530,A
152049,2023-12-31,2023,INDL,C,D,STD,FBMS,FIRST BANCSHARES INC/MS,USD,7999.3450,75.4570,387.6380,A
152149,2023-12-31,2023,INDL,C,D,STD,MOH,MOLINA HEALTHCARE INC,USD,14892.0000,1091.0000,34072.0000,A
153130,2023-12-31,2023,INDL,C,D,STD,AXS,AXIS CAPITAL HOLDINGS LTD,USD,30250.6720,376.2920,5643.3880,A
153957,2023-12-31,2023,INDL,C,D,STD,BCLI,BRAINSTORM CELL THERAPEUTICS,USD,4.2080,-17.1920,0.0000,A
154039,2023-12-31,2023,INDL,C,D,STD,NTGR,NETGEAR INC,USD,847.1420,-104.7670,740.8400,A
154739,2023-12-31,2023,INDL,C,D,STD,GOOD,GLADSTONE COMMERCIAL CORP,USD,1133.4710,4.9850,147.5840,A
154758,2023-12-31,2023,INDL,C,D,STD,MODV,MODIVCARE INC,USD,1767.2750,-204.4600,2751.1700,A
155280,2023-12-31,2023,INDL,C,D,STD,ATSG,AIR TRANSPORT SERVICES GROUP,USD,3882.0900,60.3270,2070.6110,A
155394,2023-12-31,2023,INDL,C,D,STD,LKQ,LKQ CORP,USD,15079.0000,936.0000,13866.0000,A
155738,2023-12-31,2023,INDL,C,D,STD,NNI,NELNET INC,USD,16736.6450,91.5320,2112.8050,A
156155,2023-11-30,2023,INDL,C,D,STD,SNX,TD SYNNEX CORPORATION,USD,29412.8140,626.9110,57555.4160,A
156383,2023-12-31,2023,INDL,C,D,STD,AEL,AMERICAN EQTY INVT LIFE HLDG,USD,79918.3020,210.5300,2835.9700,A
156614,2023-01-31,2022,INDL,C,D,STD,CONN,CONN'S INC,USD,1716.2150,-59.2920,1341.4080,A
156861,2023-12-31,2023,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,4553.9000,368.1000,4925.4000,A
156953,2023-12-31,2023,INDL,C,D,STD,HTH,HILLTOP HOLDINGS INC,USD,16466.9960,109.6460,1567.3480,A
157057,2023-12-31,2023,INDL,C,D,STD,AIZ,ASSURANT INC,USD,33635.2000,642.5000,11131.6000,A
157153,2023-09-30,2023,INDL,C,D,STD,CMP,COMPASS MINERALS INTL INC,USD,1818.0000,15.5000,1204.7000,A
157354,2023-12-31,2023,INDL,C,D,STD,KRO,KRONOS WORLDWIDE INC,USD,1838.0000,-49.1000,1666.5000,A
157373,2023-12-31,2023,INDL,C,D,STD,VST,VISTRA CORP,USD,32966.0000,1493.0000,14779.0000,A
157498,2023-12-31,2023,INDL,C,D,STD,PCB,PCB BANCORP,USD,2789.5060,30.7050,161.8600,A
157855,2023-01-31,2022,INDL,C,D,STD,CRM,SALESFORCE INC,USD,98849.0000,208.0000,31352.0000,A
157865,2023-06-30,2023,INDL,C,D,STD,MEIP,MEI PHARMA INC,USD,120.8090,-31.8380,48.8160,A
157955,2023-12-31,2023,INDL,C,D,STD,AGO,ASSURED GUARANTY LTD,USD,12539.0000,739.0000,1058.0000,A
158053,2023-12-31,2023,INDL,C,D,STD,NYMT,NEW YORK MORTGAGE TRUST INC,USD,7401.3280,-48.6650,519.1250,A
158354,2023-12-31,2023,INDL,C,D,STD,GNW,GENWORTH FINANCIAL INC,USD,90817.0000,76.0000,7488.0000,A
158563,2023-12-31,2023,INDL,C,D,STD,CYTK,CYTOKINETICS INC,USD,824.3160,-526.2440,7.5300,A
158587,2023-12-31,2023,INDL,C,D,STD,TBBK,BANCORP INC,USD,7705.6950,192.2960,621.6010,A
158737,2023-12-31,2023,INDL,C,D,STD,SP,SP PLUS CORP,USD,1151.9000,31.1000,1782.3000,A
158742,2023-12-31,2023,INDL,C,D,STD,MKTX,MARKETAXESS HOLDINGS INC,USD,2015.0670,258.0550,774.9720,A
158743,2023-12-31,2023,INDL,C,D,STD,BGS,B&G FOODS INC,USD,3463.2900,-66.1980,2062.3130,A
160173,2023-12-31,2023,INDL,C,D,STD,ABR,ARBOR REALTY TRUST INC,USD,15738.6360,371.4340,1641.7580,A
160211,2023-12-31,2023,INDL,C,D,STD,DPZ,DOMINO'S PIZZA INC,USD,1674.8990,519.1180,4479.3580,A
160225,2023-12-31,2023,INDL,C,D,STD,MA,MASTERCARD INC,USD,42448.0000,11195.0000,25098.0000,A
160329,2023-12-31,2023,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,402392.0000,73795.0000,307394.0000,A
160340,2023-12-31,2023,INDL,C,D,STD,MNKD,MANNKIND CORP,USD,475.1980,-11.9380,198.9620,A
160341,2023-12-31,2023,INDL,C,D,STD,WTI,W&T OFFSHORE INC,USD,1114.0050,15.5980,532.6560,A
160373,2023-12-31,2023,INDL,C,D,STD,MORN,MORNINGSTAR INC,USD,3403.4000,141.1000,2038.6000,A
160375,2023-12-31,2023,INDL,C,D,STD,STXS,STEREOTAXIS INC,USD,41.9090,-20.7130,26.7710,A
160376,2023-12-31,2023,INDL,C,D,STD,TXRH,TEXAS ROADHOUSE INC,USD,2793.3760,304.8760,4631.6720,A
160423,2023-12-31,2023,INDL,C,D,STD,BWFG,BANKWELL FINANCIAL GROUP INC,USD,3215.4820,36.6630,193.2960,A
160479,2023-12-31,2023,INDL,C,D,STD,EXR,EXTRA SPACE STORAGE INC,USD,27456.2620,803.1980,2699.9360,A
160598,2023-12-31,2023,INDL,C,D,STD,BECN,BEACON ROOFING SUPPLY INC,USD,6207.7000,435.0000,9119.8000,A
160621,2023-12-31,2023,INDL,C,D,STD,SFL,SFL CORP LTD,USD,3731.3890,83.9370,752.2860,A
160668,2023-12-31,2023,INDL,C,D,STD,INVA,INNOVIVA INC,USD,1243.5070,179.7220,310.4630,A
160681,2023-12-31,2023,INDL,C,D,STD,HY,HYSTER-YALE MATERIALS HNDLNG,USD,2079.1000,125.9000,4118.3000,A
160684,2023-12-31,2023,INDL,C,D,STD,WLK,WESTLAKE CORP,USD,21035.0000,479.0000,12548.0000,A
160706,2023-12-31,2023,INDL,C,D,STD,DRH,DIAMONDROCK HOSPITALITY CO,USD,3238.6870,86.3400,1077.4280,A
160785,2023-12-31,2023,INDL,C,D,STD,VVI,VIAD CORP,USD,1137.3220,16.0170,1238.6800,A
160888,2023-12-31,2023,INDL,C,D,STD,MPWR,MONOLITHIC POWER SYSTEMS INC,USD,2434.3530,427.3740,1821.0720,A
160893,2023-03-31,2022,INDL,C,D,STD,ENS,ENERSYS,USD,3616.6740,175.8100,3708.5790,A
160913,2023-12-31,2023,INDL,C,D,STD,ORA,ORMAT TECHNOLOGIES INC,USD,5208.2790,124.3990,829.4240,A
160990,2023-12-31,2023,INDL,C,D,STD,CUBE,CUBESMART,USD,6225.0200,410.7570,1056.4190,A
160991,2023-12-31,2023,INDL,C,D,STD,DLR,DIGITAL REALTY TRUST INC,USD,44113.2580,948.8380,5515.7010,A
161023,2023-12-31,2023,INDL,C,D,STD,BCML,BAYCOM CORP,USD,2551.9600,27.4250,133.3140,A
161844,2023-12-31,2023,INDL,C,D,STD,LVS,LAS VEGAS SANDS CORP,USD,21778.0000,1221.0000,10372.0000,A
161853,2023-06-30,2023,INDL,C,D,STD,KRNY,KEARNY FINANCIAL CORP,USD,8064.8150,40.8110,293.5440,A
161942,2023-12-31,2023,INDL,C,D,STD,BFIN,BANKFINANCIAL CORP,USD,1487.3840,9.3930,71.1650,A
161997,2023-12-31,2023,INDL,C,D,STD,HURN,HURON CONSULTING GROUP INC,USD,1262.1420,62.4790,1398.7550,A
162127,2023-12-31,2023,INDL,C,D,STD,CNSL,CONSOLIDATED COMM HLDGS INC,USD,3628.4260,-250.5140,1110.1200,A
162129,2023-12-31,2023,INDL,C,D,STD,MOS,MOSAIC CO,USD,23032.8000,1164.9000,13696.1000,A
162146,2023-12-31,2023,INDL,C,D,STD,CYRX,CRYOPORT INC,USD,957.7440,-99.5870,233.2550,A
162160,2023-12-31,2023,INDL,C,D,STD,MPW,MEDICAL PROPERTIES TRUST,USD,18304.8440,-556.4760,1358.7660,A
162254,2023-12-31,2023,INDL,C,D,STD,CE,CELANESE CORP,USD,26597.0000,1960.0000,10940.0000,A
162293,2023-12-31,2023,INDL,C,D,STD,INBK,FIRST INTERNET BANCORP,USD,5167.5720,8.4170,265.5670,A
162335,2023-03-31,2022,INDL,C,D,STD,PBH,PRESTIGE CONSUMER HEALTHCARE,USD,3353.7290,-82.3060,1127.7250,A
162338,2023-12-31,2023,INDL,C,D,STD,ULH,UNIVERSAL LOGISTICS HLDGS,USD,1253.5230,92.9010,1662.1390,A
162354,2023-09-30,2023,INDL,C,D,STD,DLB,DOLBY LABORATORIES INC,USD,2979.7660,200.6560,1299.7440,A
162385,2023-12-31,2023,INDL,C,D,STD,WEX,WEX INC,USD,13882.1000,266.6000,2548.0000,A
162400,2023-12-31,2023,INDL,C,D,STD,XPEL,XPEL INC,USD,252.0410,52.8000,396.2930,A
162401,2023-12-31,2023,INDL,C,D,STD,HUN,HUNTSMAN CORP,USD,7248.0000,101.0000,6111.0000,A
162449,2023-12-31,2023,INDL,C,D,STD,EXLS,EXLSERVICE HOLDINGS INC,USD,1441.9720,184.5580,1630.6680,A
162559,2023-12-31,2023,INDL,C,D,STD,LAZ,LAZARD INC,USD,4635.7810,-75.4790,2593.0760,A
162560,2023-06-30,2023,INDL,C,D,STD,AX,AXOS FINANCIAL INC,USD,20348.4690,307.1650,1277.6260,A
162887,2023-12-31,2023,INDL,C,D,STD,DXCM,DEXCOM INC,USD,6264.5000,541.5000,3622.3000,A
162892,2023-12-31,2023,INDL,C,D,STD,MNOV,MEDICINOVA INC,USD,66.2700,-8.5720,1.0000,A
162914,2023-06-30,2023,INDL,C,D,STD,RLGT,RADIANT LOGISTICS INC,USD,393.7410,20.5950,1085.4860,A
162988,2023-01-31,2022,INDL,C,D,STD,ZUMZ,ZUMIEZ INC,USD,747.9030,21.0340,958.3800,A
163036,2023-12-31,2023,INDL,C,D,STD,BLDR,BUILDERS FIRSTSOURCE,USD,10499.4520,1540.5550,17097.3300,A
